title,link,description,bloggername,bloggerlink,postdate
 파이썬  단기학원_빅데이터교육훈련,https://blog.naver.com/woon32/223812684241,"바로  파이썬 언어 입니다. 오라클자바교육학원은 디지털전환시대 맞쳐 DT-DX 기술에 발빠르게 교육을 훈련하고 있습니다. 빅데이터, AI 인공지능 알고리즘 라이브러리등 가장많이 활용하고 연동되는 언어  파이썬 ... ","K-디지털 취업훈련,PM아카데미 실무교육 국비훈련",blog.naver.com/woon32,20250328
[BDA]  파이썬  기초 2주차 수업,https://blog.naver.com/proletariat_ant/223811801471,학회)에서의  파이썬  기초 2주차 수업 후기 업데이트입니다 2주차 수업 내용 2주차에는... algebraic expression(대수식 표현)  파이썬 으로 수학적 연산을 하는 방법인 arithmetic operator에 대해... ,일개미 보따리,blog.naver.com/proletariat_ant,20250327
"클룸 ,  파이썬  프로그래밍 무료강좌 굳 ~",https://blog.naver.com/joonki3/222146327768,"클룸 ,  파이썬  프로그래밍 무료강좌 굳 ~ 늘 새로운것에 목말라있는 1인입니다. 호기심이 많은 저에게... 빠져있는  파이썬  프로그래밍을 소개하려고 해요.  파이썬  들어보셨나요? 프로그래밍을 아는 분들에게는... ",순둥이일기장,blog.naver.com/joonki3,20201117
 파이썬  커뮤니티로 오픈소스에 기여하는 스마트한 방법,https://otc-etc.tistory.com/24,오픈소스에 기여하기 위한  파이썬  커뮤니티 활용법 오픈소스 소프트웨어는 전 세계의 개발자들이 협력하여 소프트웨어를 개발하고 유지관리하는 혁신적인 방법입니다.  파이썬 은 이 오픈소스 생태계에서 가장... ,otc-etc,https://otc-etc.tistory.com/,20250331
 파이썬  크래시 코스,https://www.morenice.kr/295,Review  파이썬  크래시 코스 2023. 8. 26. comments 출처: https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=321468224&amp;start=slayer 개인적으로 Python이란 개발언어를 활용하게 된지는 꽤 오래되었다. 데이터베이스와 같은... ,morenice's blog :: morenice's blog,https://www.morenice.kr/,20230826
[무료]IT 취준생이  파이썬 을 배워야 하는 절대적이유,https://blog.naver.com/d-2020/223534969034,"IT 분야로 취업을 희망하는 여성을 위한 맞춤형 교육 &lt; 파이썬  기반 개발자 입문&gt; 과정을 소개합니다. 왜  파이썬 을 배워야 할까요?  파이썬 은 인공지능, 빅데이터, 사무 자동화 등 4차 산업 혁명과 함께 IT... ",동대문여성인력개발센터,blog.naver.com/d-2020,20240803
[ITUP 잇업 수강후기] 기초부터 실무까지  파이썬  올인원... ,https://blog.naver.com/kacnet/223502194604,#고려아카데미컨설팅 #잇업 #ITUP #잇업후기 #ITUP후기 # 파이썬 교육 # 파이썬 취업 #취업준비 파이썬  # 파이썬 기초 # 파이썬 무료교육 [ITUP 잇업 수강후기] 기초부터 실무까지  파이썬  올인원 풀패키지 교육... ,고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20240705
 파이썬  배우고 싶다면? 이제 코드몽키 ‘바나나테일즈’를... ,https://blog.naver.com/mangosteems/223811967846, 파이썬  과정 ‘바나나테일즈’를 드디어 한글로 만나볼 수 있어요! 이제 영어 때문에 어려움을 느꼈던 학생들도 쉽고 재미있게 스토리 기반 코딩 학습을 경험할 수 있어요.  게임처럼 즐기면서 배우는  파이썬 !... ,망고스팀스 [글로벌 AI 에듀테크 솔루션],blog.naver.com/mangosteems,20250327
 파이썬  조건문과 반복문,https://blog.naver.com/6_semi/223813718960, 파이썬 에서 프로그램의 흐름을 제어하는 데 있어 조건문과 반복문은 핵심적인 역할을... # 파이썬 조건문 # 파이썬 반복문 # 파이썬 기초 #if문사용법 #for문while문 # 파이썬 break # 파이썬 continue... ,6_semi님의 블로그,blog.naver.com/6_semi,20250329
맥북에서 F4 누르면 뜨는 ' 파이썬 ' 정체가 뭐야?,https://blog.naver.com/conmigo84/223806754123,맥북에서 F4 누르면 뜨는 ' 파이썬 ' 정체가 뭐야?  안녕하세요! 오늘은 맥북에서  파이썬  설치 후 F4(런치패드) 눌렀더니 뭔가  파이썬  창이 뙇! 하고 뜨는 게 궁금했던 분들을 위해 쉽게... ,맥북 백과사전,blog.naver.com/conmigo84,20250323
회귀분석 뜻 예시 Regression  파이썬  PYTHON,https://blog.naver.com/voramines/223708719401," 파이썬  Data 분석과 머신러닝에 최적화된 다양한 라이브러리를 제공하며, 초보자부터 전문가까지... 회귀분석 뜻 예시 Regression  파이썬  PYTHON IT 테크 인플루언서 @봉봉파워 | IT Digital Labs voramines... ",Tech Design Life,blog.naver.com/voramines,20241229
 파이썬 과 Excel을 결합하여 스프레드시트를 강화하는 방법,https://blog.naver.com/iexceller/223573683061,com/how-you-can-combine-python-with-excel-to-supercharge-your-spreadsheets/ Excel의  파이썬 이란? Python in... 컴퓨터에  파이썬 의 로컬 버전이 설치되어 있지 않아도 됩니다. Excel의 Python은 표준 버전의 언어로만... ,엑셀러 권현욱의 Excel & IT 정보,blog.naver.com/iexceller,20240905
초등학생 코딩  파이썬  (Python),https://blog.naver.com/akinterv/222629751622,요즘 아들이 푹 빠져 있는 건  파이썬  언어이다. (Python) 그 이전에는 스크래치(Scratch)를 통해 논리... 그런 면에서  파이썬 은 진정한 코딩이다. 내가 아들에게 꼭 강요하고 싶었던 것 중 하나가 코딩이다.... ,"The Life, Marketing stories through photos",blog.naver.com/akinterv,20220124
 파이썬  프로젝트 AI개발자 취업 준비,https://blog.naver.com/aengpark/223334609849,알고 보니  파이썬 을 알고 있어야 AI 관련 분야에서 일을 할 수 있었어요. AI개발자의 핵심 언어가 바로  파이썬 이라고 했죠. 저는  파이썬 을 들어보기만 하고 한 번도 배워 본 적이 없었기 때문에 어떻게 준비를... ,aeng’s,blog.naver.com/aengpark,20240126
"등[모든 자격증]을 한번에_'컴띵' 후기( 파이썬 , 정보처리기사 등)",https://blog.naver.com/solelyday/223791051408,"강의 -  파이썬  및 앱 개발 강의 - 회계 사무, IT 등 자격증 강의 횟수 상관없이 1,196개의 과목을 전부 들을... 같아요 #컴띵 #엑셀실무강의 #정보처리기사인강 #컴활2급인강 # 파이썬 인강 #엑셀강의 #엑셀강좌... ",✨ѕᴏʟᴇʟʏ ᴅᴀʏ✨,blog.naver.com/solelyday,20250310
Copilot로  파이썬  초보자도 쉽게 프로젝트 완성하기!,https://blog.naver.com/nannajaeduk/223815665502,"특히 ** 파이썬  초보자들에게는 마치 개발 선생님처럼 실시간으로 코드를 추천하고, 오류를 줄여주는 역할**을 해줍니다. 오늘은 ** 파이썬  초보자도 Copilot을 활용해 쉽게 프로젝트를 완성할 수... ",신나는 가물치,blog.naver.com/nannajaeduk,20250331
 파이썬 자격증 학원 다니면서 준비하기!,https://blog.naver.com/subin_s_humteresting/223003132311," 파이썬 자격증에 대한 정보를 잘 알고 있는 게 아니었습니다. 인터넷에 검색해도 뭐가 좋을지 제대로... 그래서 저는  파이썬 자격증을 취득하기 전에, 해당 프로그래밍 언어에 대한 기본기부터 배우기로... ",수빈's humteresting,blog.naver.com/subin_s_humteresting,20230202
[서평] 파이썬 ! 생성형 AI 활용 앱 만들어 줘,https://blog.naver.com/hjmjkklll/223393537252,"Hey,  파이썬 ! 생성형 AI 활용 앱 만들어 줘 저자 김한호,최태온,윤택한 출판 성안당 발매 2024.03.13. 일단  파이썬 이란 단어부터가 낯설었다. 1991년 네덜란드계 소프트웨어 엔지니어인 귀도 반 로섬이 발표한 고급... ",왕눈이의 이야기,blog.naver.com/hjmjkklll,20240324
혼자 만들면서 공부하는  파이썬 ,https://blog.naver.com/hjsong0513/223798690987,"&quot; 기본 책 소개  파이썬 은 쉬운 문법, 강력한 라이브러리 지원, 다양한 활용 분야로 인해 많은 개발자들에게 사랑받는 프로그래밍 언어입니다. 그동안 필요 할 때마다 인터넷을 검색해가며  파이썬  프로그램을... ",내가 살아가는 풍경,blog.naver.com/hjsong0513,20250317
" 파이썬  활용 개발 환경 쉽게 만들기, 구름 IDE",https://blog.naver.com/sshzz0518/223739830127," 파이썬 은 현재 세계적으로 가장 인기 있는 프로그래밍 언어 중 하나로, 간결하고 직관적인 문법 덕분에 초보자와 전문가 모두에게 사랑받고 있습니다. 그러나 이러한 장점에도 불구하고  파이썬  개발 환경을... ",쇼핑하다,blog.naver.com/sshzz0518,20250127
[스파르타 강의] 금융인을 위한  파이썬  업무 자동화,https://blog.naver.com/spartacoding/223506417411,업무 효율을 높이고 싶지만 어디서부터 시작해야 할지 막막하다면  파이썬 (Python) 스킬을 습득해 보세요. 이번 글에서는  파이썬 을 활용해 업무 자동화를 가능하게 하는 방법을 소개해 드립니다.   파이썬 이란?... ,스파르타코딩클럽,blog.naver.com/spartacoding,20240709
[ 파이썬 cospro문제_풀이]02. 구현_2차원배열_시뮬레이션_조건,https://blog.naver.com/therich21/223709854543,"함수 및 상수 선언 02. 정원 초기화 03. 물뿌리개로 물 뿌리기 04. 상하좌우 범위만큼 뿌리기 05. 물 없는 칸 카운트, 결과리턴 06. 입력 및 실행, 출력결과  파이썬  답게 코딩하기",Coding & Math,blog.naver.com/therich21,20241230
[ 파이썬  기초 강의]- 파이썬  코딩?  파이썬  프로그래밍? #002강... ,https://esajin.kr/entry/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EA%B8%B0%EC%B4%88-%EA%B0%95%EC%9D%98-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%BD%94%EB%94%A9-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-002%EA%B0%95?category=733629,"처음  파이썬 을 접하는 분들이 어떠한 포지션으로 접근할 것인지 미리 파악하고, 최종적으로 어디까지를 목표로 할 것인지를 어느 정도 고민하면 좋을 것 같아 이번 강좌를 준비한다. 여러분들은  파이썬 을 배우는... ",서관덕의 시간이 머문 작은 공간,https://esajin.kr/,20240917
노래하는 당신:  파이썬 을 사용해 노래에 내 목소리 입히기... ,https://blog.naver.com/kayoko79/223806280157,You Sing It: Putting Your Voice into Any Song Using Python 노래하는 당신:  파이썬 을 사용해 노래에 내 목소리... 이 글에서는  파이썬 을 사용해 목소리로 노래를 '부르는' 흥미로운 프로젝트를 안내합니다.... ,Unlock Potential 코드몬스터랩,blog.naver.com/kayoko79,20250323
야구데이터로 배우는  파이썬  데이터분석 시각화 소개,https://blog.naver.com/3llove/223773395420,배우는  파이썬  데이터분석 시각화 소개해드릴께요 야구데이터를 활용해  파이썬 과 데이터분석을 배울 수 있는 입문 도서로 복잡한 설치와 환경 설정이 없어도 구글 Colab에서 실습하실 수 있어요 이 책을... ,꿈꾸는 반달쿠키's handmade,blog.naver.com/3llove,20250225
 파이썬  배우기 시작!,https://blog.naver.com/dasomgill/223240801609,첫째가  파이썬  배우고 싶다고 했는데 &lt;1년 안에 AI 빅데이터 전문가가 되는 법&gt; 이라는 책을 읽고 나도...  파이썬  관련 책들을 다 꺼내 목차를 읽어보고 &lt;점프 투  파이썬 &gt;을 빌렸다. 제일 많이 들어본 제목이기도... ,다솜길답게,blog.naver.com/dasomgill,20231019
[ITUP 잇업 수강후기]  파이썬  올인원 풀패키지 수강하고... ,https://blog.naver.com/kacnet/223508996137,[ITUP 잇업 수강후기]  파이썬  올인원 풀패키지 수강하고 국비지원 교육에 대한 편견이 깨졌어요! #고려아카데미컨설팅 #고려아카데미 # 파이썬 무료교육 #국비지원무료교육 # 파이썬 국비지원... ,고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20240711
 파이썬 으로 PDF 파일을 암호화하고 해독하는 방법,https://blog.naver.com/iexceller/223586046501, 파이썬 을 사용하여 PDF 파일을 암호화하고 해독하는 방법을 소개합니다. 권현욱(엑셀러)... 위한  파이썬  라이브러리 Python에서 PDF 파일을 암호화하고 해독하려면 Python 애플리케이션 내에서... ,엑셀러 권현욱의 Excel & IT 정보,blog.naver.com/iexceller,20240917
" 파이썬  뜻 특징, python이 프로그래밍에 적합한 이유",https://blog.naver.com/dean4001/223684060721," 파이썬  뜻 특징, python 인기 있는 이유 프로그래밍 언어는 수백 가지에 달하지만, 그중에서도  파이썬 (Python)은 독보적인 위치를 차지하고 있다고 해도 과언이 아닐 텐데요. 간결하면서도 강력한 코드 구조... ",고양이집사 리샤's 포스트 IT,blog.naver.com/dean4001,20241206
자동 시스템 매매 환경셋팅 - 02.  파이썬 (Python) 설치하기,https://blog.naver.com/getmoney80/223752884879,https://blog.naver.com/getmoney80/223752844780 오늘은  파이썬  설치입니다. 32bit 환경 셋팅하기 먼저 cmd... conda create -n py37_32 python=3.7 conda create -n '가상환경 이름' python='설치할  파이썬  버전' conda는... ,돈 불리는 경제,blog.naver.com/getmoney80,20250208
 파이썬  Python 가상환경이 필요 이유,https://blog.naver.com/sshzz0518/223738121467," 파이썬 (Python)은 그 강력한 기능과 간편한 문법으로 데이터 분석, 웹 개발, 인공지능 등 다양한...  파이썬  가상환경은 프로젝트별로 독립적인 실행 환경을 제공하는 도구입니다. 이는 하나의 프로젝트에서... ",쇼핑하다,blog.naver.com/sshzz0518,20250125
 파이썬 으로 웹 서버 구축하기,https://blog.naver.com/immra/223806607532, 파이썬 으로 웹 서버 구축하기  파이썬 은 간결하고 이해하기 쉬운 문법 덕분에 많은 개발자들에게 사랑받는 프로그래밍 언어입니다. 특히 웹 개발 분야에서  파이썬 의 인기는 날로 증가하고 있으며... ,immra님의 블로그,blog.naver.com/immra,20250323
효율적인  파이썬  코드 작성을 위한 필수 가이드,https://yhimsdokdo.tistory.com/16,코드 품질 개선을 위한  파이썬  베스트 프랙티스 코드 품질은 소프트웨어 개발에서 매우 중요한 요소입니다. 특히  파이썬 과 같은 고수준 프로그래밍 언어에서는 코드가 읽기 쉽고 이해하기 쉽게 작성되어야... ,yhimsdokdo,https://yhimsdokdo.tistory.com/,20250319
[ITUP 수강후기]  파이썬  처음이어도 괜찮아! 올인원 풀패키지,https://blog.naver.com/kacnet/223497724266, 파이썬  처음이어도 괜찮아! 올인원 풀패키지 후기를 남겨주신 '인라'님 ITUP 수강생 인라님은 새로운... 그래서 효율적이고 심도있게 데이터분석을 할 수 있는 프로그래밍 언어  파이썬 에 관심을 갖고... ,고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20240701
